route_id,trip_id
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/95__I1UISA_V1
ILLINI LIMITED SATURDAY,[@4.0.6334500@][1597517567085]/16__I1UISA_V1
GREENHOPPER,[@7.0.41101146@][3][1237931450218]/4__GNX5_MF
GREEN,[@4.0.5960707@][1597257255963]/56__GN7_MF_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/85__SV1_NONUISU
LIME SUNDAY,[@124.0.94415718@][11][1496266203663]/2__LM1SU
YELLOW,[@14.0.56288722@][1][1303750444036]/6__Y3_NON_UI_MF
GREENHOPPER EVENING,[@15.0.68512960@][3][1370013692097]/0__GN5_MF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/12__T2_NONUI_SU
GREEN EVENING SATURDAY,[@4.0.5983687@][1597257498706]/0__GR4SA_V1
LIME SATURDAY,[@124.0.94415201@][12][1496415364707]/17__LM2SA_V1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/0__Y5UISA_V1
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/30__I1UISA_V1
GREENHOPPER EVENING SATURDAY,[@4.0.6000297@][1597257796601]/3__GR2SA_V1
GREENHOPPER EVENING,[@124.0.118083819@][32][1541686134099]/1__GR3_NON_UI_MF
GREEN,2GN531__GN2_MF
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/32__I1_NONUIMF_V1
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721639425]/21__SV1_NON_UI_SA
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/79__I1_NON_UI_SU
ILLINI LIMITED EVENING SATURDAY,[@124.0.92348983@][1484580545489]/28__I1NONUISA
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/16__I1_NONUIMF_V1
TEAL,[@7.0.41893871@][3][1243541396687]/102__T4_UIMF
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/161__I1NONUISA
LIME SUNDAY,[@124.0.94415718@][12][1496267134824]/18__LM2SU
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/32__GR3_SA
GREEN,[@4.0.5960707@][1597257255963]/50__GN5_MF_V1
GREEN SATURDAY,GN4SAT004__GN2_NON_UI_SA
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/8__I1_NON_UI_SU_V1
TEAL,[@7.0.41893871@][3][1243541396687]/77__T2_UIMF
BRONZE,[@7.0.41201636@][4][1243606400265]/3__T3_UIMF_V1
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/36__GN3UISA
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/10__Y7_UIMF_V1
TEAL EVENING,[@4.0.6083631@][1597347546580]/4__T2_UIMF_V1
SILVER,[@12.0.42199629@][3][1246896590515]/46__SV4_UI_NOSCH
YELLOWHOPPER,[@15.0.63189099@][1][1334168041183]/35__Y2_MF
SILVER LIMITED EVENING,[@15.0.67924657@][2][1363728725942]/97__SV2_NONUIMF
YELLOWHOPPER,[@15.0.63189099@][1][1334167918228]/21__Y7_NON_UI_MF
RUBY SATURDAY,[@15.0.64657075@][1339528341508]/9__RUB1_SA
ILLINI,[@7.0.41200832@][1][1238430123625]/60__I8_UIMF
SILVER,[@12.0.42199629@][3][1246896590515]/56__SV1_UIMF
LAVENDER,[@15.0.63192662@][2][1334589837818]/6__L2_NOSCHMF_V1
TEAL,[@4.0.6079335@][1597347351575]/141__T3_UIMF_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/81__T2UISU
NAVY,[@124.0.103534744@][32][1510344867429]/11__N2_MF
ILLINI EVENING SATURDAY,[@4.0.6336113@][1597517693196]/27__I1UISA_V1
TEAL LATE NIGHT SUNDAY,[@124.0.92276155@][1484344792164]/21__T1UISU
SILVER,[@12.0.42199629@][4][1246896833000]/95__SV5_UIMF
TEAL,[@4.0.6079335@][1597347351575]/11__T1_NONUIMF_V1
TEAL,[@4.0.6079335@][1597347351575]/104__T3_UIMF_V1
YELLOW,[@14.0.56288722@][1][1303750457361]/16__Y1UIMF
BROWN,[@6.0.626596@][1601838465133]/48__BB2_MF_V1
SILVER EVENING SATURDAY,[@124.0.92284627@][1484347218447]/6__SV2UISA
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/12__T1UISA
GREEN,[@7.0.38114548@][4][1219679573406]/1__GN6_NOSCH
YELLOWHOPPER,[@15.0.63189099@][2][1334168803198]/58__Y2_MF
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/42__L1SU
SILVER,[@4.0.6090318@][1597351255773]/79__SV4_NONUIMF_NOSCH_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/49__I1_NON_UI_SU
BRONZE,[@7.0.41201636@][4][1243606179171]/0__T1_UIMF
GREEN,[@4.0.5960707@][1597257255963]/51__GN1_MF_V1
SILVER,[@12.0.42199629@][3][1246896590515]/39__SV3_UIMF
SILVER,[@4.0.6090318@][1597351255773]/70__SV2_UIMF_V1
PINK,[@2.0.81838518@][12][1430161313741]/32__P2_NOSCHMF
SILVER EVENING,[@12.0.42224456@][3][1246897112109]/0__SV4_UI_NOSCH
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/19__T2_NONUI_SU_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/132__T1UISA
RUBY EVENING SATURDAY,[@124.0.92246230@][1484327414903]/14__RUB1_SA
YELLOWHOPPER,[@15.0.63189099@][2][1334168554912]/51__Y7_NON_UI_MF
LIME SATURDAY,[@124.0.94415201@][12][1496416427796]/35__LM2SA
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/83__SV2UISU
SILVER,[@12.0.42199629@][4][1246896833000]/80__SV2_NONUIMF
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/38__L2SU
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/33__GR4SA_V1
RUBY SATURDAY,[@15.0.64657075@][1339528341508]/62__RUB1_SA
ILLINI,[@4.0.6310080@][1597516121254]/65__I2_UIMF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/18__T2NON_UI_SA
YELLOW SATURDAY,[@15.0.63192124@][1][1338468687615]/2__Y3SA
YELLOW EVENING,[@15.0.63189138@][1][1338404910860]/0__Y1UIMF
RED,[@4.0.5898288@][1597169152898]/8__R5_MF_V1
TEAL,[@4.0.6079335@][1597347351575]/108__T5_UIMF_V1
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/42__SV1UISU
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/135__T1UISA
TEAL EVENING,[@4.0.6083631@][1597347546580]/9__T1_NONUIMF_V1
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/0__SV2UISU_V1
SILVER,[@4.0.6090318@][1597351255773]/49__SV5_UIMF_V1
LIME SATURDAY,[@124.0.94415201@][12][1496415811662]/21__LM2SA_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/53__T2_NONUI_SU_V1
YELLOW SATURDAY,[@15.0.63192124@][2][1338469240094]/16__Y3SA
YELLOWHOPPER,[@15.0.63189099@][1][1334167904665]/11__Y2_MF
YELLOWHOPPER,[@15.0.63189099@][1][1343330331119]/1__Y4_MF
YELLOW,[@14.0.56288722@][2][1305734327943]/0__Y3UIMF
YELLOW LATE NIGHT SUNDAY,[@4.0.5890225@][1597168976725]/18__Y2UISU_V1
GOLDHOPPER,[@7.0.41987615@][4][1246632518062]/0__G5_MF
GREY SUNDAY,[@2.0.85633657@][31][1463430303388]/33__GR4_SU
ILLINI,[@7.0.41200832@][1][1238430123625]/10__I5_UIMF
GREEN,[@4.0.5960707@][1597257255963]/20__GN2_MF_V1
GREY ALT,[@124.0.143436036@][31][1594229248151]/0__7E/5E//5E_SHOW_SCH_Verify
GREY SATURDAY,[@15.0.73008535@][32][1401899327184]/36__GN3UISA_V1
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/43__I3UISU
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/17__Y1_NON_UI_MF_V1
ILLINI,[@7.0.41200832@][2][1238430887312]/147__I5_UIMF
YELLOW,[@4.0.5891782@][1597169066281]/23__Y6_NOSCHMF_V1
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/13__GR3_SA_V1
TEAL,[@7.0.41893871@][3][1243541396687]/92__T4_UIMF
TEAL,[@4.0.6079335@][1597347351575]/70__T4_UIMF_V1
ORANGEHOPPER,[@14.0.52435578@][3][1275675740468]/26__O4_MF
GREY EVENING SATURDAY,[@124.0.92319406@][1484577670364]/33__GN4SA_V1
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/81__SV1_NON_UI_SA
YELLOW,[@14.0.56288722@][2][1303763836706]/51__Y6_NOSCHMF
TEAL,[@4.0.6079335@][1597347351575]/51__T1_NONUIMF_V1
LIME SATURDAY,[@124.0.94415201@][12][1496415811662]/24__LM2SA_V1
GOLDHOPPER,[@7.0.41987615@][4][1246632633781]/21__G6_MF
GREENHOPPER EVENING,[@4.0.5987858@][1597257569370]/9__R3_MF_V1
RED,[@14.0.56288404@][2][1302789028390]/12__R1_MF
PINK,[@2.0.81838518@][11][1430160303820]/6__P1_MF
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/36__SV2UISU
GREEN EVENING SATURDAY,[@4.0.5983687@][1597257498706]/16__GN3UISA_V1
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/212__I6UISU
SILVER,[@12.0.42199629@][3][1246896590515]/61__SV2_NONUIMF
TEAL LATE NIGHT SATURDAY,[@124.0.92275054@][1484344751044]/64__T2UISA
GREY SATURDAY,[@15.0.73008535@][31][1401897916351]/0__GR2SA
BROWN,[@15.0.61662606@][10][1329151494236]/0__BA1_MF
SILVER LIMITED SATURDAY,[@15.0.67916770@][2][1363721639425]/17__SV1_NON_UI_SA
YELLOW EVENING,[@4.0.5867728@][1597168420258]/9__Y8_MF_V1
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/54__I3UISU_V1
TEAL,[@7.0.41893871@][4][1243540851671]/10__T3_NONUIMF
GREENHOPPER,[@7.0.41101146@][4][1237930167062]/29__GNX4_MF
RUBY,[@15.0.64600293@][1][1342035509085]/1__RUB2_MF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/7__I1UI_SU
ILLINI EVENING,[@4.0.6329571@][1597517389214]/10__I2_UIMF_V1
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/31__SV2UISU_V1
GOLD,[@7.0.41203042@][4][1246653890468]/23__G5_MF
LAVENDER,[@15.0.63192662@][1][1334088954082]/22__L2_NOSCHMF
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/50__I1UI_SU
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/16__SV1UISU
GREEN LATE NIGHT,[@4.0.5999415@][1597257738595]/20__Y7_UIMF_V1
RUBY,[@15.0.64600293@][2][1339519291486]/12__RUB2_MF
YELLOW,[@4.0.5891782@][1597169066281]/30__Y1_NON_UI_MF_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/92__T1UISU
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/79__I1NONUISA
PINK,[@2.0.81838518@][12][1431096289600]/0__P2_NOSCHMF
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/75__I1UISA
YELLOW EVENING,[@15.0.63189138@][2][1338409430869]/1__Y3_NON_UI_MF
RAVEN,[@2.0.81457398@][11][1425933027212]/2__RV1_MF
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/97__Y2UISU
BROWN,[@2.0.80548152@][12][1425572286750]/26__BB2_MF
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/75__SV1UISU
BLUE,[@14.0.56288268@][4][1302638165831]/22__B3_NOSCH
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/13__T1UISU_V1
RUBY EVENING SATURDAY,[@124.0.92246230@][1484327414903]/10__RUB1_SA
YELLOW SATURDAY,[@15.0.63192124@][1][1338414280664]/6__Y2UISA
GREY,[@2.0.80545657@][32][1425489606906]/27__GR3_NON_UI_MF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/60__T1NON_UI_SA
ILLINI,[@4.0.6310080@][1597516121254]/147__I4_UIMF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/19__T2UISU_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/7__T1UISA
ILLINI EVENING,[@7.0.41950648@][1244056065453]/91__I8_UIMF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/33__T1NON_UI_SA
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/70__Y5UISU
GREEN SATURDAY,GN4SAT008__GR3_SA
RED,[@14.0.56288404@][1][1302710998226]/8__R3_MF
SILVER SATURDAY,[@4.0.6319787@][1597516966305]/55__SV2UISA_V1
SILVER LIMITED EVENING,[@15.0.67924657@][1][1363725754977]/5__SV2_NONUIMF
YELLOW SATURDAY,[@15.0.63192124@][1][1338414280664]/7__Y3SA
ILLINI,[@7.0.41200832@][1][1238430123625]/2__I5_UIMF
YELLOWHOPPER,[@14.0.56289208@][1][1303754932047]/0__R5_MF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/65__T2UISU
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/45__GR2SA_V1
GREY,[@2.0.80545657@][31][1425487452154]/20__GR3_UIMF
TEAL,[@4.0.6079335@][1597347351575]/90__T3_UIMF_V1
TEAL EVENING SATURDAY,[@124.0.92279199@][1484345597711]/57__T1UISA
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/47__GN4SA_V1
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/16__GN3UISA_V1
RUBY,[@15.0.64600293@][1][1340052749691]/3__RUB2_MF
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/6__I1UI_SU_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/1__SV1_NONUISU_V1
SILVER SUNDAY,[@4.0.6324432@][1597517220831]/55__SV2UISU_V1
SILVER EVENING,[@4.0.6315454@][1597516821409]/17__SV4_UI_NOSCH_V1
TEAL EVENING,[@7.0.41903462@][3][1243545697437]/18__T2_UIMF
TEAL,[@4.0.6079335@][1597347351575]/61__T4_UIMF_V1
TEAL,[@7.0.41893871@][4][1243540851671]/25__T1_NONUIMF
BLUE,[@4.0.5955594@][1597257189746]/34__B2_MF_V1
SILVER,[@4.0.6090318@][1597351255773]/32__SV4_UI_NOSCH_V1
SILVER LIMITED EVENING,[@15.0.67924657@][2][1363728725942]/87__SV2_NONUIMF
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/43__I6UISA
GREEN SATURDAY,[@15.0.73006437@][31][1403817670962]/0__GN4SA
YELLOW EVENING,[@15.0.63189138@][2][1338409430869]/1__Y3UIMF
ILLINI,[@7.0.41200832@][1][1238430123625]/22__I4_UIMF1
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/41__Y1SA_V1
SILVER,[@4.0.6090318@][1597351255773]/33__SV4_NONUIMF_NOSCH_V1
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/34__GN4_SU_V1
TEAL SATURDAY,[@4.0.6085223@][1597347822512]/27__T2UISA_V1
TEAL,[@4.0.6079335@][1597347351575]/9__T4_UIMF_V1
YELLOWHOPPER,[@15.0.63189099@][1][1334168021574]/23__Y7_NON_UI_MF
BLUE,[@4.0.5955594@][1597257189746]/9__B4_NOSCH_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/58__SV1_NONUISU
ILLINI EVENING,[@4.0.6329571@][1597517389214]/3__I2_UIMF_V1
GREEN EVENING,[@4.0.5972609@][1597257368084]/11__Y7_NON_UI_MF_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/26__Y2_MF_V1
RUBY SUNDAY,[@124.0.92234822@][1484324980985]/7__RUB1_SU
RED,[@14.0.56288404@][2][1305744039868]/0__GNX4_MF
ORANGE,[@2.0.86175868@][1458585713139]/96__GN7_MF
BROWN,[@2.0.80548152@][11][1425506589356]/0__BA1_MF
GOLDHOPPER,[@7.0.41987615@][4][1246632595015]/10__G2_MF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/12__T2NON_UI_SA
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/10__T1UISU_V1
SILVER,[@4.0.6090318@][1597351255773]/48__SV4_UI_NOSCH_V1
ORANGE,[@2.0.86175868@][1458585713139]/68__O2_MF
YELLOW SATURDAY,[@15.0.63192124@][1][1342109289752]/4__Y2UISA
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/118__I1UI_SU
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/46__I1_NONUIMF
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/19__GR2SA_V1
TEAL EVENING,[@4.0.6083631@][1597347546580]/23__T1_NONUIMF_V1
GREENHOPPER EVENING,[@15.0.68512960@][3][1370007580949]/0__R3_MF
GREY SATURDAY,[@15.0.73008535@][31][1401898787857]/21__GN3UISA
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/32__Y4SU
TEAL,[@4.0.6079335@][1597347351575]/150__T4_UIMF_V1
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/44__SV1UISU_V1
BLUE,[@14.0.56288268@][3][1302634831873]/8__B2_MF
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][1245177724421]/6__GN1SA
SILVER,[@12.0.42199629@][3][1246896590515]/41__SV4_UI_NOSCH
ILLINI LIMITED,[@4.0.6331833@][1597517469643]/13__I1_NONUIMF_V1
BLUE,[@4.0.5955594@][1597257189746]/19__B2_MF_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/52__SV1_NONUISU
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/6__I1_NON_UI_SU
YELLOW SUNDAY,[@124.0.92236898@][1484325332995]/93__Y5_NONUI_SU
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/49__GR3_SA_V1
TEAL,[@7.0.41893871@][4][1243540851671]/18__T2_UIMF
GOLDHOPPER,[@7.0.41987615@][3][1246633149015]/53__G6_MF
ILLINI EVENING,[@4.0.6329571@][1597517389214]/99__I5_UIMF_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/24__I1UI_SU
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/5__I1UI_SU_V1
TEAL,[@4.0.6079335@][1597347351575]/151__T2_UIMF_V1
TEAL,[@4.0.6079335@][1597347351575]/73__T4_UIMF_V1
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/5__SV2_NONUIMF_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/34__T1UISU
SILVER,[@4.0.6090318@][1597351255773]/116__SV3_UIMF_V1
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/54__I1_NON_UI_SU
RUBY SUNDAY,[@124.0.92234822@][1484324980985]/37__RUB1_SU
TEAL,[@14.0.51708725@][4][1275506123875]/16__T1_UIMF
ILLINI LIMITED SATURDAY,[@12.0.44202283@][1250947454031]/74__I1UISA
GREY EVENING SATURDAY,[@124.0.92319406@][1484577670364]/30__GR5SA
BROWN ALT PM,[@15.0.61734120@][20][1328807553263]/0__BB4_SHOW_SCH
TEAL,[@7.0.41893871@][3][1243541488843]/126__T3_UIMF
ORANGEHOPPER,[@14.0.52435578@][4][1275670882890]/6__O1_MF
TEAL,[@7.0.41893871@][3][1243541396687]/103__T2_UIMF
SILVER,[@4.0.6090318@][1597351255773]/10__SV3_UIMF_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/60__Y1UIMF_V1
TEAL LATE NIGHT SATURDAY,[@124.0.92275054@][1484344751044]/42__T2UISA
TEAL,[@4.0.6079335@][1597347351575]/57__T3_NONUIMF_V1
ILLINI LIMITED,[@7.0.41202961@][2][1238522777281]/34__I1_NONUIMF
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/19__Y1SA_V1
BLUE,[@14.0.56288268@][3][1302633973480]/2__GN4_MF
TEAL,[@4.0.6079335@][1597347351575]/93__T3_UIMF_V1
SILVER LIMITED SUNDAY,[@124.0.92241454@][1484326515007]/59__SV1_NONUISU
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/43__Y1SU_V1
GREEN SATURDAY,[@4.0.5991526@][1597257671213]/40__GR3_SA_V1
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/72__SV1UISA
TEAL LATE NIGHT SUNDAY,[@4.0.6088263@][1597348010901]/38__T2UISU_V1
ILLINI,[@7.0.41200832@][1][1238430123625]/4__I8_UIMF
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/7__T2_NONUI_SU
SILVER EVENING SATURDAY,[@124.0.92284627@][1484347218447]/24__SV2UISA
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/53__GN3_SU
GREENHOPPER EVENING SATURDAY,[@7.0.42019048@][1245177724421]/73__GN2_NON_UI_SA
TEAL LATE NIGHT,[@4.0.6084467@][1597347777187]/7__T2_UIMF_V1
RUBY SUNDAY,[@124.0.92234822@][1484324980985]/40__RUB1_SU
SILVER SUNDAY,[@124.0.92281033@][1484346076492]/124__SV1UISU
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/209__I1UI_SU
YELLOW,[@15.0.68511845@][2][1375907302661]/0__Y1_NON_UI_MF
TEAL EVENING SATURDAY,[@4.0.6089173@][1597348089342]/20__T1UISA_V1
SILVER LIMITED EVENING,[@4.0.6322539@][1597517126188]/30__SV2_NONUIMF_V1
TEAL,[@7.0.41893871@][3][1243541396687]/82__T2_UIMF
YELLOWHOPPER,[@15.0.63189099@][1][1334168041183]/33__Y7_NON_UI_MF
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/41__SV1UISU_V1
TEAL,[@7.0.41893871@][3][1243541488843]/113__T2_UIMF
GREEN,[@4.0.5960707@][1597257255963]/94__GN5_MF_V1
GREEN SATURDAY,GN1SAT030__GN1SA
GREEN SATURDAY,[@7.0.41202550@][4][1248701836140]/3__GR1SA
BLUE,[@14.0.56288268@][4][1302637960024]/19__B2_MF
SILVER,[@12.0.42199629@][4][1246896707718]/66__SV1_UIMF
SILVER EVENING SUNDAY,[@4.0.6318298@][1597516914744]/42__SV1UISU_V1
SILVER,[@12.0.42199629@][4][1246896833000]/89__SV4_NONUIMF_NOSCH
YELLOW LATE NIGHT SUNDAY,[@124.0.92330667@][1484578259855]/55__Y5UISU
SILVER SATURDAY,[@12.0.44184681@][1250945403296]/257__SV2UISA
RED SATURDAY,[@4.0.5909127@][1597169253406]/34__R3SA_V1
GOLD,[@7.0.41203042@][3][1246639611484]/31__G5_MF
ORANGE,[@2.0.86175868@][1458585713139]/96__GN7_MF_V1
YELLOW SUNDAY,[@4.0.5882677@][1597168773965]/41__Y5UISU_V1
YELLOWHOPPER,[@4.0.5877225@][1597168632569]/29__Y2_MF_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/31__I1UI_SU_V1
SILVER,[@4.0.6090318@][1597351255773]/101__SV4_UI_NOSCH_V1
TEAL,[@4.0.6079335@][1597347351575]/38__T2_UIMF_V1
GOLD,[@7.0.41203042@][3][1246636917359]/4__G1_MF
TEAL,[@4.0.6079335@][1597347351575]/1__T1_UIMF_V1
BRONZE,[@7.0.41201636@][4][1248385284015]/0__T1_NONUIMF
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/22__Y5UISA_V1
TEAL,[@14.0.51708725@][4][1275506226500]/25__T3_UIMF
BLUE,[@4.0.5955594@][1597257189746]/12__B4_NOSCH_V1
GREEN SATURDAY,[@15.0.73006437@][32][1401892917223]/1__GR2SA
ILLINI LIMITED SUNDAY,[@124.0.92244155@][1484326924131]/69__I1_NON_UI_SU
RUBY SUNDAY,[@124.0.92234822@][1484324980985]/8__RUB1_SU
ILLINI EVENING SUNDAY,[@124.0.92263401@][1484328944432]/151__I6UISU
SILVER EVENING,[@4.0.6315454@][1597516821409]/15__SV4_UI_NOSCH_V1
GREENHOPPER,[@4.0.5978260@][1597257417676]/2__GNX5_MF_V1
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/187__T2NON_UI_SA
GREY,[@2.0.80545657@][32][1425489606906]/28__GR2_MF
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/1__T1UISA
RED,[@14.0.56288404@][2][1305666605761]/1__GN8_SCH
YELLOW,[@4.0.5891782@][1597169066281]/52__Y1_NON_UI_MF_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/46__T2_NONUI_SU_V1
GREEN,[@4.0.5960707@][1597257255963]/68__GN4_MF_V1
ILLINI LIMITED EVENING SATURDAY,[@124.0.92348983@][1484580545489]/23__I1NONUISA
GREEN EVENING SATURDAY,[@4.0.5983687@][1597257498706]/17__GR4SA_V1
TEAL SUNDAY,[@4.0.6086413@][1597347888414]/38__T1_NONUI_SU_V1
YELLOW LATE NIGHT SUNDAY,[@4.0.5890225@][1597168976725]/21__Y5UISU_V1
ILLINI EVENING SATURDAY,[@124.0.92260187@][1484328831455]/146__I1UISA
TEAL EVENING,[@7.0.41903462@][3][1243545697437]/26__T1_NONUIMF
GREENHOPPER,[@7.0.41101146@][3][1237929928359]/11__GNX5_MF
YELLOW SATURDAY,[@4.0.5874496@][1597168539048]/32__Y4SA_V1
GREY SUNDAY,[@2.0.85633657@][32][1463431998588]/2__GR2_SU_V1
RED SATURDAY,20RED019__R2SA
ILLINI,[@7.0.41200832@][2][1238430887312]/189__I8_UIMF
SILVER EVENING SATURDAY,[@124.0.92284627@][1484347218447]/12__SV2UISA
RUBY EVENING,[@15.0.64613606@][2][1339515200981]/92__P1_MF
GREEN EXPRESS,[@4.0.6008825@][1597258042989]/1__I8/4S_No_SCH_No_UI_V1
ILLINI LIMITED SUNDAY,[@4.0.6335302@][1597517634875]/28__I1_NON_UI_SU_V1
RED,[@4.0.5898288@][1597169152898]/57__R1_MF_V1
GREY,[@2.0.80545657@][32][1425489606906]/27__GR3_UIMF
RED,[@14.0.56288404@][2][1302789028390]/5__R2_MF
TEAL,[@4.0.6079335@][1597347351575]/10__T1_NONUIMF_V1
GREY SATURDAY,[@15.0.73008535@][32][1403817444144]/2__GR4SA_V1
ILLINI EVENING SUNDAY,[@4.0.6338167@][1597517767548]/12__I1UI_SU_V1
SILVER LIMITED SUNDAY,[@4.0.6323452@][1597517174427]/43__SV1_NONUISU_V1
TEAL SUNDAY,[@124.0.92229742@][1484323714302]/25__T1_NONUI_SU
SILVER LIMITED SATURDAY,[@15.0.67916770@][1][1363722440092]/74__SV1_NON_UI_SA
LAVENDER SUNDAY,[@15.0.71205318@][1381241976567]/25__L2SU
SILVER EVENING SATURDAY,[@124.0.92284627@][1484347218447]/126__SV1UISA
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/14__T2UISA
TEAL SATURDAY,[@12.0.44194660@][1250946648828]/12__T2UISA
GREEN SUNDAY,[@4.0.6003662@][1597257871006]/36__GR3_NON_UI_SU_V1
TEAL,[@14.0.51708725@][4][1275506226500]/26__T3_UIMF
GREEN SUNDAY,[@124.0.92334988@][1484579202830]/93__GR3_UISU
BLUE,[@14.0.56288268@][3][1302635354802]/19__B4_SCH
LIME SATURDAY,[@124.0.94415201@][12][1496416303828]/30__LM2SA_V1
LAVENDER SATURDAY,[@15.0.63188981@][2][1334072065990]/29__L1SA
YELLOW,[@4.0.5891782@][1597169066281]/21__Y8_MF_V1
TEAL,[@4.0.6079335@][1597347351575]/19__T3_UIMF_V1
GOLD,[@2.0.85633009@][32][1458235740567]/4__G3_MF
ILLINI,[@4.0.6310080@][1597516121254]/136__I8_UIMF_V1
